region,unit_id,local_index,selected,score,dprime,delay_lick_coupling,tf_selectivity,attention,prediction_gain,delay_rate_hz,preferred_class,neuron_type,reasons
right Striatum,17,17,False,-0.2803789583860007,0.47796471545534636,0.0,0.00039857868105173114,0.028913849964737892,0.0,2.5086801052093506,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.029); the unit is used as past context.
left Striatum,2,2,False,-0.28178171386060097,0.2653988170542592,0.0,0.0004209275357425213,0.03284675255417824,0.0,2.4652771949768066,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.033); the unit is used as past context.
right Striatum,14,14,False,-0.2904509562897488,0.40745122160558594,0.0,0.0012899088673293591,0.025182241573929787,0.0,2.9340269565582275,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.025); the unit is used as past context.
right Striatum,26,26,False,-0.3010073530573637,0.18012388905166354,0.0,0.0008244510740041734,0.03135658800601959,0.0,2.560763359069824,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.031); the unit is used as past context.
right ALM,19,19,False,-0.30242391641273003,0.726323865950134,0.04825249214337406,0.0009959801100194454,0.0272330641746521,0.0,4.019097328186035,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.027); the unit is used as past context.
right Striatum,29,29,False,-0.31320750068183467,0.1657494359929022,0.05045611201514323,0.00046623521484434605,0.030273595824837685,0.0,2.161458730697632,Ignore,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.030); the unit is used as past context.
right ALM,22,22,False,-0.3148398536314805,0.7196254639061664,0.0,0.0007254603318870068,0.03187328949570656,0.0,4.218749523162842,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.032); the unit is used as past context.
right ALM,23,23,False,-0.3189589136544978,0.9818325507081274,0.01039744954737438,0.001311246957629919,0.026394037529826164,0.0,4.253471851348877,Left,,Choice-discriminative delay rate (d′=0.98 vs other actions; prefers Left). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.026); the unit is used as past context.
left ALM,12,12,False,-0.3284607884134163,0.7450792393371637,0.0,0.00276428097859025,0.026873091235756874,0.0,3.6892359256744385,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.027); the unit is used as past context.
right Striatum,22,22,False,-0.3464508234051793,0.2005578131125553,0.0,0.00021372465416789055,0.033635448664426804,0.0,2.578124761581421,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.034); the unit is used as past context.
left ALM,17,17,False,-0.34777713607856464,0.8829788200388098,0.0,0.0016810502856969833,0.02856394648551941,0.0,4.670139789581299,Right,,Choice-discriminative delay rate (d′=0.88 vs other actions; prefers Right). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.029); the unit is used as past context.
left Striatum,29,29,False,-0.3552917532708881,0.08993085150070358,0.02205188806030637,0.00042495569214224816,0.03294316679239273,0.0,2.005208730697632,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.033); the unit is used as past context.
right Striatum,18,18,False,-0.3635163893460312,0.3178946096613915,0.0,0.0006844551302492618,0.028891852125525475,0.0,3.203125,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.029); the unit is used as past context.
right ALM,24,24,False,-0.36464806108684317,0.6082022382013282,0.04473550703770477,0.0011032141745090486,0.025649474933743477,0.0,3.5329864025115967,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.026); the unit is used as past context.
right ALM,25,25,False,-0.3828727196482324,0.7227895014917535,0.0,0.0011854084208607675,0.027234865352511406,0.0,3.5069448947906494,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.027); the unit is used as past context.
left ALM,29,29,False,-0.3910830776200786,0.6498969311294815,0.0,0.0014010043814778328,0.02908123843371868,0.0,4.123263835906982,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.029); the unit is used as past context.
right Striatum,0,0,False,-0.39266706373137306,0.2914087472693931,0.0,0.00040432829409837724,0.030422748997807503,0.0,2.734375,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.030); the unit is used as past context.
right ALM,5,5,False,-0.40283943638088116,1.0777205004068209,0.0,0.000865051057189703,0.027279317378997803,0.0,4.427083492279053,Left,,Choice-discriminative delay rate (d′=1.08 vs other actions; prefers Left). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.027); the unit is used as past context.
left ALM,15,15,False,-0.4121913403805546,0.4949390218776856,0.0,0.0009434876963496208,0.030367687344551086,0.0,3.3767364025115967,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.030); the unit is used as past context.
right Striatum,20,20,False,-0.4417646766965908,0.4450600850411258,0.0,0.0005447631701827049,0.02637934684753418,0.0,3.168402910232544,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.026); the unit is used as past context.
right ALM,9,9,False,-0.45265676559627344,0.6112433220379953,0.0,0.0004650966264307499,0.030307436361908913,0.0,3.2552073001861572,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.030); the unit is used as past context.
right ALM,21,21,False,-0.4642524087503195,0.7530929273830744,0.03679879459098732,0.0009945342317223549,0.023673830553889275,0.0,3.359374761581421,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.024); the unit is used as past context.
right Striatum,13,13,False,-0.5351222851837997,0.22809253920262082,0.0,0.0005659023299813271,0.028588762506842613,0.0,2.3263885974884033,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.029); the unit is used as past context.
right ALM,27,27,False,-0.5396521884928419,0.6809637839999736,0.0,0.0009301494807004929,0.024875814095139503,0.0,3.394097328186035,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.025); the unit is used as past context.
left Striatum,28,28,False,-0.5557303724531872,0.5738390775221395,0.0,0.0001774389296770096,0.023758066818118095,0.0,3.315972089767456,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.024); the unit is used as past context.
left Striatum,27,27,False,-0.569472740247467,0.2607087467667657,0.0,0.0010159323923289777,0.026173947378993034,0.0,2.777777671813965,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.026); the unit is used as past context.
right ALM,28,28,False,-0.5731070383235171,0.44008801265299163,0.01599271230512824,0.0006530841812491417,0.025591054931282997,0.0,3.3420135974884033,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.026); the unit is used as past context.
right ALM,29,29,False,-0.5779192487884636,0.655354935301972,0.0,0.0009645241312682629,0.023763423785567284,0.0,3.394097089767456,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.024); the unit is used as past context.
right ALM,18,18,False,-0.5873125318174495,0.834674668391778,0.0,0.0007228932343423367,0.024297483265399933,0.0,3.7586801052093506,Left,,Choice-discriminative delay rate (d′=0.83 vs other actions; prefers Left). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.024); the unit is used as past context.
right Striatum,24,24,False,-0.606957746274657,0.4176997691470694,0.0,0.0005348962731659412,0.024533187970519066,0.0,2.777777910232544,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.025); the unit is used as past context.
right Striatum,28,28,False,-0.6621246402254097,0.4464692073194574,0.0,0.0005344348028302193,0.023262644186615944,0.0,3.2725696563720703,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.023); the unit is used as past context.
left Striatum,13,13,False,-0.6699198490672682,0.13456087186172103,0.0,0.0004881936125457287,0.028672970831394196,0.0,2.4305551052093506,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.029); the unit is used as past context.
left Striatum,8,8,False,-0.7604572708879914,0.3643643195832887,0.0,0.0004374290816485882,0.023276127874851227,0.0,2.847222089767456,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.023); the unit is used as past context.
left Striatum,22,22,False,-0.7887956057577705,0.36689869930187935,0.0,4.313159734010696e-05,0.024166790768504143,0.0,2.8298609256744385,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.024); the unit is used as past context.
